0.000000000000000000e+00 0.000000000000000000e+00 1.139568853378295898e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.142055416107177734e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.144580268859863281e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.149548554420471191e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.152047324180603027e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.154561924934387207e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.159551286697387695e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.162045240402221680e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.164560174942016602e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.169552350044250488e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.172063398361206055e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.174541139602661133e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.179556584358215332e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.182060503959655762e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.184548306465148926e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.189556550979614258e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.192086696624755859e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.194546651840209961e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.199556732177734375e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.202052569389343262e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.204563927650451660e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.209574317932128906e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.212074327468872070e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.214562988281250000e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.219552898406982422e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.222056150436401367e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.224575781822204590e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.229548931121826172e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.232052850723266602e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.234548878669738770e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.239549922943115234e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.242056894302368164e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.244563293457031250e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.249559950828552246e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.252088665962219238e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.254567718505859375e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.259555673599243164e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.262067484855651855e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.264549541473388672e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.269554543495178223e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.272068071365356445e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.274565696716308594e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.279581618309020996e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.282051610946655273e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.284550023078918457e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.289546108245849609e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.292055940628051758e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.294545102119445801e+01
