-2.001918471230333729e+00 -2.646630175163763310e-01 -1.125237150317557056e-01 1.138236975669860840e+01
-2.002159838372946421e+00 -2.646357901102555088e-01 -1.124649318827365407e-01 1.141359376907348633e+01
-2.002159838372946421e+00 -2.646357901102555088e-01 -1.124649318827365407e-01 1.143270277976989746e+01
-2.002637074274144613e+00 -2.645819981139985178e-01 -1.124818313439710504e-01 1.148297882080078125e+01
-2.002637074274144613e+00 -2.645819981139985178e-01 -1.124818313439710504e-01 1.148297882080078125e+01
-2.002637074274144613e+00 -2.645819981139985178e-01 -1.124818313439710504e-01 1.148297882080078125e+01
-2.002856642992903335e+00 -2.645572259775383350e-01 -1.124553756686967332e-01 1.158244729042053223e+01
-2.003148475170256848e+00 -2.645242973046055268e-01 -1.124909501492342284e-01 1.161288547515869141e+01
-2.003337668984487951e+00 -2.645029149271914681e-01 -1.124965014294201926e-01 1.163275408744812012e+01
-2.003570910741262701e+00 -2.644766043375442188e-01 -1.124484369021735292e-01 1.168454933166503906e+01
-2.003570910741262701e+00 -2.644766043375442188e-01 -1.124484369021735292e-01 1.168454933166503906e+01
-2.003570910741262701e+00 -2.644766043375442188e-01 -1.124484369021735292e-01 1.173230838775634766e+01
-2.003798114410471953e+00 -2.644509924871932816e-01 -1.124316663786384812e-01 1.178256440162658691e+01
-2.003798114410471953e+00 -2.644509924871932816e-01 -1.124316663786384812e-01 1.178256440162658691e+01
-2.004264542984884656e+00 -2.643984015691940304e-01 -1.124685545212986831e-01 1.183281636238098145e+01
-2.004482174223436441e+00 -2.643738966914008226e-01 -1.123540557165326192e-01 1.189398026466369629e+01
-2.004482174223436441e+00 -2.643738966914008226e-01 -1.123540557165326192e-01 1.189398026466369629e+01
-2.004482174223436441e+00 -2.643738966914008226e-01 -1.123540557165326192e-01 1.193234586715698242e+01
-2.004728237483881070e+00 -2.643462504188406892e-01 -1.123225834346239793e-01 1.198254847526550293e+01
-2.004728237483881070e+00 -2.643462504188406892e-01 -1.123225834346239793e-01 1.198254847526550293e+01
-2.005214172224773606e+00 -2.642916345644463760e-01 -1.123109666015150859e-01 1.203279542922973633e+01
-2.005431454705113747e+00 -2.642672200361425583e-01 -1.122747958830165593e-01 1.208309245109558105e+01
-2.005431454705113747e+00 -2.642672200361425583e-01 -1.122747958830165593e-01 1.209884405136108398e+01
-2.005431454705113747e+00 -2.642672200361425583e-01 -1.122747958830165593e-01 1.213232636451721191e+01
-2.005911583483297012e+00 -2.642131653428418936e-01 -1.123326894819758753e-01 1.218257951736450195e+01
-2.005911583483297012e+00 -2.642131653428418936e-01 -1.123326894819758753e-01 1.218257951736450195e+01
-2.006153554734886768e+00 -2.641858774174666302e-01 -1.122923805583214141e-01 1.223690819740295410e+01
-2.006153554734886768e+00 -2.641858774174666302e-01 -1.122923805583214141e-01 1.228206706047058105e+01
-2.006379385075590438e+00 -2.641604241455358104e-01 -1.123266213772732419e-01 1.230318880081176758e+01
-2.006379385075590438e+00 -2.641604241455358104e-01 -1.123266213772732419e-01 1.233231997489929199e+01
-2.006834493464228597e+00 -2.641090568440885300e-01 -1.123215814730083167e-01 1.238262224197387695e+01
-2.006834493464228597e+00 -2.641090568440885300e-01 -1.123215814730083167e-01 1.238262224197387695e+01
-2.007063379409187664e+00 -2.640832190437403804e-01 -1.123602519865039145e-01 1.244191551208496094e+01
-2.007063379409187664e+00 -2.640832190437403804e-01 -1.123602519865039145e-01 1.248212647438049316e+01
-2.007304550308814495e+00 -2.640559601461023309e-01 -1.123646436590328979e-01 1.251344299316406250e+01
-2.007304550308814495e+00 -2.640559601461023309e-01 -1.123646436590328979e-01 1.253235816955566406e+01
-2.008132573573100821e+00 -2.639624962748286507e-01 -1.123335968423544579e-01 1.258259463310241699e+01
-2.008132573573100821e+00 -2.639624962748286507e-01 -1.123335968423544579e-01 1.258259463310241699e+01
-2.008132573573100821e+00 -2.639624962748286507e-01 -1.123335968423544579e-01 1.258259463310241699e+01
-2.007988069150528077e+00 -2.639788221214648400e-01 -1.123166479830341180e-01 1.268307447433471680e+01
-2.007988069150528077e+00 -2.639788221214648400e-01 -1.123166479830341180e-01 1.268307447433471680e+01
-2.008469326483373063e+00 -2.639246025268748852e-01 -1.123212813667435056e-01 1.273230838775634766e+01
-2.008695141098792991e+00 -2.638991420573191804e-01 -1.123242075325903838e-01 1.278419399261474609e+01
-2.008695141098792991e+00 -2.638991420573191804e-01 -1.123242075325903838e-01 1.278419399261474609e+01
-2.008695141098792991e+00 -2.638991420573191804e-01 -1.123242075325903838e-01 1.283201169967651367e+01
-2.008921809534167657e+00 -2.638735991589156171e-01 -1.122717850766759146e-01 1.288220047950744629e+01
-2.008921809534167657e+00 -2.638735991589156171e-01 -1.122717850766759146e-01 1.288220047950744629e+01
-2.009469712699491595e+00 -2.638118743678277700e-01 -1.122493358618176645e-01 1.293233466148376465e+01
-2.009607678835036992e+00 -2.637964131041130034e-01 -1.122819228021549737e-01 1.299267387390136719e+01
-2.009607678835036992e+00 -2.637964131041130034e-01 -1.122819228021549737e-01 1.299267387390136719e+01
-2.009841406643063877e+00 -2.637700506961186409e-01 -1.122770531659143395e-01 1.303284168243408203e+01
-2.009841406643063877e+00 -2.637700506961186409e-01 -1.122770531659143395e-01 1.308205723762512207e+01
-2.009841406643063877e+00 -2.637700506961186409e-01 -1.122770531659143395e-01 1.308205723762512207e+01
-2.010665037168707592e+00 -2.636771775693816933e-01 -1.123340324956189074e-01 1.313230276107788086e+01
-2.010505245098713090e+00 -2.636950973951012744e-01 -1.122530148582920329e-01 1.318257570266723633e+01
-2.010505245098713090e+00 -2.636950973951012744e-01 -1.122530148582920329e-01 1.320188736915588379e+01
-2.010505245098713090e+00 -2.636950973951012744e-01 -1.122530148582920329e-01 1.323284482955932617e+01
-2.010960728358716754e+00 -2.636437902250677312e-01 -1.122315708657649902e-01 1.328213047981262207e+01
-2.010960728358716754e+00 -2.636437902250677312e-01 -1.122315708657649902e-01 1.328213047981262207e+01
-2.011198892931649329e+00 -2.636170457612111440e-01 -1.122037957156579446e-01 1.333994579315185547e+01
-2.011389707496092250e+00 -2.635955655239464179e-01 -1.122516707194347457e-01 1.338271355628967285e+01
-2.011389707496092250e+00 -2.635955655239464179e-01 -1.122516707194347457e-01 1.340638589859008789e+01
-2.011389707496092250e+00 -2.635955655239464179e-01 -1.122516707194347457e-01 1.343295836448669434e+01
-2.011972449976822563e+00 -2.635298716772911942e-01 -1.122193168246485850e-01 1.348219919204711914e+01
-2.011972449976822563e+00 -2.635298716772911942e-01 -1.122193168246485850e-01 1.348219919204711914e+01
-2.012069952784713678e+00 -2.635189560767435268e-01 -1.122001816148402720e-01 1.354417252540588379e+01
-2.012288922503775890e+00 -2.634943069455525366e-01 -1.122168897690188072e-01 1.358274865150451660e+01
-2.012288922503775890e+00 -2.634943069455525366e-01 -1.122168897690188072e-01 1.361569428443908691e+01
-2.012288922503775890e+00 -2.634943069455525366e-01 -1.122168897690188072e-01 1.363301920890808105e+01
-2.012750817918595114e+00 -2.634422705933466835e-01 -1.122147568245654009e-01 1.368270611763000488e+01
-2.012750817918595114e+00 -2.634422705933466835e-01 -1.122147568245654009e-01 1.368270611763000488e+01
-2.012750817918595114e+00 -2.634422705933466835e-01 -1.122147568245654009e-01 1.368270611763000488e+01
-2.012957954245927716e+00 -2.634189502095871660e-01 -1.121562769499184070e-01 1.378239774703979492e+01
-2.013451193139939921e+00 -2.633634330109915767e-01 -1.121399076559753266e-01 1.382035756111145020e+01
-2.013406038417354438e+00 -2.633685741148200643e-01 -1.121145448632362845e-01 1.383263254165649414e+01
-2.013616036770990547e+00 -2.633449373575048602e-01 -1.122020914389483814e-01 1.389171600341796875e+01
-2.013616036770990547e+00 -2.633449373575048602e-01 -1.122020914389483814e-01 1.389171600341796875e+01
-2.013616036770990547e+00 -2.633449373575048602e-01 -1.122020914389483814e-01 1.393227529525756836e+01
-2.014050501887256317e+00 -2.632960049853094175e-01 -1.121360638142162441e-01 1.398251962661743164e+01
-2.014050501887256317e+00 -2.632960049853094175e-01 -1.121360638142162441e-01 1.398251962661743164e+01
-2.014264676619692551e+00 -2.632719230751352502e-01 -1.121058191616025046e-01 1.403276872634887695e+01
-2.014264676619692551e+00 -2.632719230751352502e-01 -1.121058191616025046e-01 1.408217239379882812e+01
